,SaleID,price
0,200000,1292.6531
1,200001,1879.9479
2,200002,8525.1875
3,200003,1219.3947
4,200004,1966.5244
5,200005,1281.1642
6,200006,484.57007
7,200007,3885.5889
8,200008,10686.0625
9,200009,581.03656
10,200010,589.1197
11,200011,2729.6042
12,200012,5970.655
13,200013,8359.025
14,200014,2235.5454
15,200015,263.88266
16,200016,1877.6305
17,200017,8656.886
18,200018,7196.764
19,200019,894.9218
20,200020,24882.443
21,200021,7431.426
22,200022,1881.3801
23,200023,1545.4465
24,200024,948.13495
25,200025,8255.14
26,200026,495.0002
27,200027,12753.921
28,200028,3807.2747
29,200029,8269.953
30,200030,18328.143
31,200031,12072.044
32,200032,595.0873
33,200033,14528.556
34,200034,1050.7476
35,200035,1829.369
36,200036,14677.297
37,200037,6503.935
38,200038,1534.323
39,200039,317.68887
40,200040,592.96216
41,200041,26458.912
42,200042,487.47406
43,200043,7287.0166
44,200044,17748.48
45,200045,552.35583
46,200046,17081.64
47,200047,17497.38
48,200048,2125.781
49,200049,2955.336
50,200050,755.7199
51,200051,4534.721
52,200052,2782.6743
53,200053,340.13055
54,200054,13502.785
55,200055,10345.548
56,200056,5872.765
57,200057,3382.6028
58,200058,1177.5511
59,200059,5357.9756
60,200060,8726.794
61,200061,1225.6881
62,200062,5567.1797
63,200063,8332.109
64,200064,1303.6052
65,200065,1613.0659
66,200066,500.39474
67,200067,10544.251
68,200068,156.43437
69,200069,17392.496
70,200070,9590.037
71,200071,449.54044
72,200072,6258.524
73,200073,19923.139
74,200074,4237.195
75,200075,15782.018
76,200076,2793.507
77,200077,366.39893
78,200078,393.81973
79,200079,2778.3745
80,200080,3075.0762
81,200081,2101.0276
82,200082,4191.1333
83,200083,383.7177
84,200084,1235.7667
85,200085,1822.467
86,200086,6899.679
87,200087,3255.3403
88,200088,2810.724
89,200089,41478.92
90,200090,2653.0762
91,200091,233.53523
92,200092,1382.2919
93,200093,17002.682
94,200094,6794.426
95,200095,5771.675
96,200096,2423.641
97,200097,1249.4452
98,200098,394.37054
99,200099,29505.502
100,200100,22315.605
101,200101,7510.317
102,200102,1821.2946
103,200103,10403.86
104,200104,5988.7896
105,200105,4048.4148
106,200106,8024.2935
107,200107,1868.007
108,200108,14800.712
109,200109,8201.118
110,200110,865.76117
111,200111,1851.7482
112,200112,1870.5946
113,200113,660.40686
114,200114,2429.9902
115,200115,1244.4539
116,200116,14013.772
117,200117,18764.27
118,200118,65459.19
119,200119,179.49402
120,200120,2787.8442
121,200121,2458.1726
122,200122,699.7443
123,200123,2429.734
124,200124,53974.297
125,200125,734.8903
126,200126,3056.5735
127,200127,16132.902
128,200128,1648.2858
129,200129,6052.917
130,200130,3753.293
131,200131,3193.1453
132,200132,1449.9316
133,200133,3104.4382
134,200134,1253.8357
135,200135,2970.873
136,200136,3838.0972
137,200137,1026.7299
138,200138,9411.982
139,200139,6231.9287
140,200140,2845.818
141,200141,1426.0505
142,200142,6402.5103
143,200143,6844.271
144,200144,1268.8312
145,200145,6429.186
146,200146,2629.5576
147,200147,4766.369
148,200148,3023.3533
149,200149,187.6107
150,200150,11048.905
151,200151,5413.8916
152,200152,709.341
153,200153,525.4772
154,200154,7795.274
155,200155,2337.407
156,200156,17023.217
157,200157,8225.303
158,200158,9977.093
159,200159,14591.971
160,200160,6891.004
161,200161,7065.321
162,200162,6532.957
163,200163,1220.8651
164,200164,16143.02
165,200165,15895.756
166,200166,24113.918
167,200167,3632.639
168,200168,37030.402
169,200169,820.0499
170,200170,2749.1702
171,200171,8351.902
172,200172,2045.779
173,200173,34170.8
174,200174,711.8702
175,200175,2605.6335
176,200176,8240.678
177,200177,5901.3545
