20140901,331053108.63652384,316933107.014186
20140902,331877625.5762766,337223332.1588076
20140903,333891579.0388976,363240867.2087374
20140904,298320126.3791613,307440477.9836579
20140905,240751856.9213038,262813356.5193876
20140906,226612927.07724056,225833062.16418418
20140907,243555472.82949844,259204899.96500182
20140908,297085940.13343596,311526558.34414214
20140909,332128049.2173476,347717818.0033475
20140910,326521159.52433246,356232074.2571542
20140911,291684546.1935813,309233783.8268675
20140912,239271045.4706938,259842684.26769787
20140913,225354009.60945833,233878303.5621786
20140914,247528201.6785999,257797705.4740059
20140915,295093449.46761465,312528346.1138509
20140916,334501230.9762102,353694667.0796222
20140917,328083509.3345959,357346341.13544846
20140918,292710571.2936327,314586510.2799332
20140919,244897160.8429057,262640263.1661475
20140920,227570437.24089655,238717349.41273397
20140921,253021758.35538048,261592030.06684977
20140922,298071897.2380436,315695239.65585065
20140923,336675055.0449836,358784488.5927474
20140924,332196357.80209374,361133416.6359666
20140925,294711716.0581111,319766813.8900716
20140926,250538421.73461133,267179982.68075296
20140927,231826333.45724797,243259446.37067983
20140928,257445691.16487342,266091278.3693972
20140929,302569997.55086106,319688726.64229196
20140930,338702474.7394757,363523357.98472023
